Candidate_ID,Elected
21540,True
21541,True
21542,True
21375,True
8755,True
21376,True
20966,True
20967,True
20968,True
20980,True
19870,True
20974,False
20981,False
20973,False
1538,True
8256,True
20982,True
19871,True
8258,False
20984,False
20986,False
20983,False
20985,True
8239,False
20987,True
21036,True
21035,False
20496,False
20933,False
21034,True
21037,False
21078,True
21120,True
21125,False
21121,False
21124,False
20907,False
20906,True
21122,False
21126,True
21087,True
21089,False
20497,False
21091,False
21090,False
21088,True
20908,False
19873,True
21233,True
20903,True
21234,False
21231,False
21237,False
20498,False
21235,False
21232,False
21236,True
21105,True
8214,True
21109,False
20499,False
21110,False
21108,False
21107,True
21106,False
20904,True
21074,False
8221,False
21075,False
21071,True
21073,False
21072,True
20500,False
21070,True
19869,True
21100,False
21102,False
20501,False
8215,False
21099,True
21101,False
19868,True
21079,True
21083,True
21081,False
21082,False
20905,True
21080,True
19874,True
21068,True
21067,True
21066,False
21225,True
21230,False
21228,False
20502,False
21227,False
21229,False
21224,True
21226,False
7649,True
20203,True
21095,True
19875,True
21092,False
21096,True
21094,False
21097,False
21093,False
8238,True
21275,True
21276,True
21277,True
21278,False
21452,True
21455,False
21453,False
21454,True
20934,False
21451,True
21428,True
21427,False
21430,False
21433,False
21425,False
21429,True
21434,False
21431,False
21426,True
21432,True
21286,True
21287,True
21290,True
21288,False
21289,True
21456,True
21457,True
21459,False
21458,True
21460,False
21461,True
21464,True
21466,False
21463,False
21465,False
21462,True
21467,True
21169,True
21173,True
21172,True
21170,False
21168,True
21469,True
21472,True
21468,True
21473,False
21474,False
21470,False
21471,True
21334,True
8217,True
21333,False
21332,True
21335,True
21476,True
21479,False
21478,True
6240,False
21477,False
21475,True
21441,True
5046,True
21443,True
21442,True
9224,False
8255,False
21337,True
20503,True
21336,True
21338,False
20935,False
20936,True
21483,True
21485,True
21484,True
8250,False
21482,False
21481,False
21480,True
21436,True
21440,True
21437,True
21435,False
21438,False
21439,True
21268,True
21269,True
21267,True
21270,False
21271,False
20205,True
21272,True
21274,False
21273,True
21486,True
21489,True
20206,True
21487,True
20504,False
21488,False
21490,False
21497,True
3288,True
21500,True
21498,False
20204,True
21499,False
20505,False
21444,True
21445,False
21447,True
20506,False
21448,False
21450,False
21446,True
21449,True
21849,True
21853,True
21851,True
21850,False
21852,False
21854,False
21713,True
21710,False
21715,False
21716,False
21711,True
21714,False
21712,True
5130,True
21843,True
21842,False
21845,False
21848,False
21846,True
21844,True
21847,False
21855,True
21856,True
19726,True
21857,False
21858,True
21723,True
21724,False
8241,False
21720,False
21721,True
21725,False
21722,True
21696,True
21698,True
21697,True
8257,False
21699,True
21677,False
21679,False
8242,False
4906,True
21676,False
21678,True
21675,True
21680,False
8254,True
21864,True
21861,False
21859,False
21863,False
21860,True
21862,True
21544,True
21545,False
20508,False
21543,True
4154,True
21546,False
21551,True
21552,True
21547,False
21549,False
472,False
21550,False
21548,True
21562,True
21563,False
21558,True
21560,False
21557,False
21561,False
21559,True
20791,True
21569,True
21567,False
21564,False
21568,False
21565,False
20509,False
21570,False
3275,True
21566,True
20793,True
21571,True
20796,True
21574,False
3231,True
21572,False
21573,False
21578,False
21581,False
21580,False
8864,False
21575,False
21582,False
20792,True
21579,False
21576,True
21577,True
21586,False
21584,False
21585,False
21583,True
21587,True
20790,False
21588,True
20794,True
21592,False
21591,False
21593,False
21589,False
21590,True
21594,True
21595,True
2293,True
6614,True
21597,False
21596,True
20795,True
21603,False
21601,False
21600,False
21599,False
21602,True
21598,False
21604,True
824,True
9213,True
8370,True
944,False
21606,False
21605,False
20562,False
6792,False
20261,False
20260,True
20627,True
21085,True
6065,True
20619,True
21084,False
21086,False
20563,False
21607,True
20262,True
6676,True
19810,False
5770,False
20629,True
21608,False
19807,False
4328,True
20479,False
20631,True
20633,False
20632,True
8275,False
21609,False
19809,False
20778,True
20626,True
20587,True
20115,False
20775,True
20622,True
21610,True
21611,False
21612,False
20564,False
20259,True
19811,False
21614,False
21613,False
20780,False
20782,True
20624,True
19813,False
19812,True
8302,False
20781,True
530,True
20565,False
21616,False
19814,True
21615,False
20621,True
20113,True
20620,True
21618,False
9240,False
19815,False
21617,True
8039,True
20776,False
20114,True
522,False
21620,True
19818,True
20112,True
20774,True
21621,True
21622,False
21623,False
19819,True
6968,False
21624,False
20634,False
20116,True
21625,False
19808,False
19805,True
20623,False
20494,True
20495,True
20588,True
8295,True
21626,False
19806,True
20628,False
21627,True
20625,True
21628,False
21630,False
19821,False
19820,True
21629,False
20118,True
521,True
8038,True
19822,True
20777,True
6298,False
20779,True
8291,True
21634,False
21632,False
19823,False
21631,True
21633,True
19824,True
21635,False
9162,True
19825,False
20618,False
20630,True
19863,True
20492,True
20483,True
21796,False
21797,False
14773,False
21798,True
21799,True
9028,False
20491,True
20510,False
21794,False
21793,False
21791,True
21792,True
20485,False
20484,True
21781,True
20486,True
20511,False
20487,False
21783,False
21782,True
21803,True
21800,False
21801,True
20489,False
20488,True
14772,False
21802,True
20493,True
20512,False
21786,False
21785,True
20490,True
21784,False
22078,True
22081,True
22076,False
22079,False
22077,False
22080,False
22082,True
22083,True
21303,True
21305,False
20538,False
21302,False
21304,True
21308,False
21306,True
21307,False
20910,True
4031,True
22088,False
6599,False
22084,False
22086,False
10954,False
22087,False
20918,True
22085,True
22090,True
22089,True
20539,False
22091,False
22092,False
20911,True
22093,True
22097,True
20540,False
20915,False
22095,False
22096,False
22094,True
22098,True
20541,False
22099,False
20909,False
20912,True
22100,True
22101,True
22103,True
22102,True
22105,False
22104,False
22106,True
21313,True
21315,True
20542,False
21318,False
21316,False
20916,False
20914,True
21314,False
21317,True
21323,True
9141,True
20543,False
21322,False
21321,False
21320,False
21326,False
21319,True
21325,False
21324,True
22107,True
2243,True
22110,False
22111,False
22108,True
22112,False
22109,True
22114,True
22115,True
22116,True
22117,True
22113,False
22118,True
20913,False
22120,False
22119,False
4323,True
22121,True
22031,True
22034,True
22033,False
22035,True
22036,False
5271,False
22032,True
22042,True
22043,True
22040,False
22038,False
9247,False
20545,False
22037,False
22039,True
22041,False
7208,True
22046,True
22045,True
22049,False
22044,False
2614,False
8235,False
22048,False
20096,True
22047,True
22023,True
22027,True
22025,False
22028,False
22024,False
20546,False
22022,False
22026,True
22029,False
22030,True
22053,True
22054,False
22050,False
22052,False
22051,True
22055,True
20095,False
22063,True
22070,True
22068,False
22067,False
22064,False
20548,False
22065,False
22069,True
22066,False
22074,True
22072,False
6836,False
20544,False
22073,False
22071,True
5365,True
7651,False
22075,True
22057,True
22060,True
22061,True
22056,False
22058,False
22059,False
20547,False
22062,False
21387,True
21389,False
21390,False
20556,False
21386,False
21384,True
21385,True
21388,True
22333,True
22335,True
22337,False
22334,False
22336,True
22338,True
22340,True
22341,True
22342,True
20557,False
22339,False
22343,True
22346,True
22344,True
22347,False
22348,False
9173,False
22345,True
22349,True
22352,True
22350,True
9133,False
22351,False
22353,False
22354,False
22355,False
22358,True
22359,False
22357,False
20899,True
22356,True
20963,True
22364,True
22362,False
22361,False
22360,True
22363,False
20964,True
22367,True
22371,True
22365,False
22366,False
22369,False
9113,False
22368,True
22370,True
22377,False
20558,False
22379,False
22374,False
22378,False
22373,True
22372,True
22376,False
22375,True
21504,True
21506,True
20549,False
21507,False
21503,True
21505,False
21508,True
20550,False
21509,False
21510,False
8337,True
21511,True
7451,True
20551,False
21515,False
21513,True
21514,False
21512,True
20948,True
21520,True
20552,False
21522,False
21523,False
21519,True
21521,True
21525,True
20553,False
21527,True
21528,False
21526,False
21529,True
20554,False
21532,False
21534,True
20944,False
20943,True
21531,False
21533,False
6606,True
20555,False
21536,False
20942,False
21535,True
21539,False
21537,True
21538,True
20314,True
21952,False
20441,False
1686,True
5004,False
20442,False
20440,True
20439,False
20443,True
20451,True
20454,True
20455,False
20452,False
20456,False
839,True
20457,False
20453,True
8106,True
20449,True
20446,False
20445,False
20450,False
20444,False
20447,True
20448,True
20465,True
10952,False
20467,True
20469,False
20468,True
20466,False
20462,True
20460,True
20463,False
20461,False
20458,True
20459,False
20464,True
20470,True
20471,True
2329,False
4993,False
20472,False
20473,True
21282,True
21283,False
20560,False
21284,False
21281,True
21279,True
21285,False
21280,True
21836,True
21837,True
21839,True
21838,False
21835,False
6838,False
6005,False
21840,False
21841,False
13073,False
21294,False
21295,False
21291,False
20941,True
21296,False
21297,True
21292,False
21293,True
21813,False
21817,False
20561,False
21820,False
21819,False
21814,True
21821,False
21816,True
21812,False
21815,True
21818,True
21834,True
21829,True
21832,False
21833,False
21827,True
21831,True
21828,False
21830,False
21920,True
21918,True
21917,False
21916,False
21921,False
21919,True
21915,False
21922,True
21913,True
21908,False
21911,False
21907,False
21914,False
21910,True
21912,False
21909,True
21898,True
21905,False
21903,False
21901,False
21906,False
21902,False
21900,False
21899,True
21904,True
21897,True
21895,True
21896,False
8734,True
21890,True
21891,True
21889,False
21892,False
21893,False
21894,True
21888,True
21883,True
21886,False
21885,True
21887,False
21881,False
21884,False
21882,True
21878,True
21880,True
21876,True
21879,False
21877,True
21871,True
21875,True
21874,False
6609,False
21873,True
21872,False
21867,True
21868,True
21870,False
21869,True
21866,False
21865,True
22553,True
22613,True
22551,False
22550,True
9227,False
22552,False
22554,True
20379,False
22557,False
22555,True
22556,False
22558,True
22561,True
22565,False
20380,False
22566,False
22560,True
22562,False
22567,False
22559,True
22564,False
22563,True
22574,True
22576,True
22573,False
20377,False
22578,True
22577,False
22575,True
22569,True
22572,False
20381,False
22571,True
22570,False
22568,True
22579,True
22583,True
20382,False
22582,True
22581,False
22580,True
22585,True
22586,True
22587,True
20383,False
22591,True
22592,True
22590,False
22588,False
20384,False
22589,False
22594,False
22593,True
22598,True
22599,True
20385,False
22595,False
22600,False
22596,False
22597,True
21128,True
20569,False
21131,False
21127,False
21129,False
21130,False
21132,True
21133,True
20570,False
9243,False
20755,True
21136,False
21135,True
21134,False
21137,True
20807,True
6965,False
15264,False
9179,False
21140,False
15306,True
21139,True
15357,False
21138,True
20808,True
19424,False
21143,False
9259,True
21142,True
21141,False
21144,True
21150,False
20571,False
21149,False
21148,False
20801,True
21151,False
21152,True
21154,False
21153,True
5047,True
15307,True
20572,False
21157,False
21156,False
21155,True
21158,True
21159,True
21161,True
20856,True
21162,False
20573,False
21160,False
20805,True
21164,True
15309,True
20574,False
21166,True
21167,True
21163,False
21165,False
20804,True
15418,False
21174,False
21178,False
20425,False
20955,False
20956,True
21177,False
21176,False
21175,True
21179,True
21180,False
20575,False
20959,False
20960,True
21181,False
21182,True
21195,False
21192,False
21196,False
20576,False
15356,False
21194,True
21197,False
21191,True
21193,True
21202,False
21201,False
21198,True
20577,False
21199,False
21200,False
20958,True
20957,False
21203,True
15308,True
20961,True
21206,False
6423,False
21207,False
21204,False
21205,False
20962,True
21210,True
20797,True
21208,True
21212,False
21211,False
21209,False
15265,False
21213,True
21214,False
21222,True
21221,False
21220,False
20578,False
21218,False
21217,False
20857,False
20858,True
21219,False
21223,True
22620,True
20798,True
22618,False
22622,False
20579,False
22619,False
22621,True
4518,True
20580,False
22715,False
22714,False
22713,True
20803,False
22716,True
6605,True
20802,True
22709,False
22711,False
6078,False
22857,False
22712,False
22858,True
22710,False
5425,True
20809,True
20581,False
9185,False
22625,False
22623,True
22624,False
22626,True
22614,True
20806,True
22617,False
22615,True
20582,False
22616,False
22602,True
20800,True
22604,False
20583,False
22606,False
22605,True
22601,False
22603,True
22609,True
22608,False
22611,False
20584,False
22610,False
22607,False
22612,True
20861,False
20860,True
20859,True
21346,False
21345,False
21351,False
20589,False
20894,False
21348,True
7639,False
21349,False
21350,True
21352,False
21344,True
